"[Account_Value]","[Account_Name]","[Account_Description]","[Account_Type]","[Account_Sign]","[Account_Document]","[Account_Summary]","[Default_Account]","[Account_Parent]"
311010,"CUOTAS O PARTES DE INTERES SOCIAL PROPIAS READQUIRIDAS (DB)",,"Owner's Equity",,,"No",,3110
3115,"APORTES SOCIALES",,"Owner's Equity",,,"Yes",,31
311505,"CUOTAS O PARTES DE INTERES SOCIAL",,"Owner's Equity",,,"No",,3115
311510,"APORTES DE SOCIOS - FONDO MUTUO DE INVERSION",,"Owner's Equity",,,"No",,3115
311515,"CONTRIBUCION DE LA EMPRESA - FONDO MUTUO DE INVERSION",,"Owner's Equity",,,"No",,3115
311520,"SUSCRIPCIONES DEL PUBLICO",,"Owner's Equity",,,"No",,3115
3120,"CAPITAL ASIGNADO",,"Owner's Equity",,,"Yes",,31
312001,"312001 a 312098",,"Owner's Equity",,,"No",,3120
3125,"INVERSION SUPLEMENTARIA AL CAPITAL ASIGNADO",,"Owner's Equity",,,"Yes",,31
312501,"312501 a 312598",,"Owner's Equity",,,"No",,3125
3130,"CAPITAL DE PERSONAS NATURALES",,"Owner's Equity",,,"Yes",,31
313001,"313001 a 313098",,"Owner's Equity",,,"No",,3130
3135,"APORTES DEL ESTADO",,"Owner's Equity",,,"Yes",,31
313501,"313501 a 313598",,"Owner's Equity",,,"No",,3135
3140,"FONDO SOCIAL",,"Owner's Equity",,,"Yes",,31
314001,"314001 a 314098",,"Owner's Equity",,,"No",,3140
32,"SUPERAVIT DE CAPITAL",,"Owner's Equity",,,"Yes",,3
3205,"PRIMA EN COLOCACION DE ACCIONES, CUOTAS O PARTES DE INTERES SOCIAL",,"Owner's Equity",,,"Yes",,32
320505,"PRIMA EN COLOCACION DE ACCIONES",,"Owner's Equity",,,"No",,3205
320510,"PRIMA EN COLOCACION DE ACCIONES POR COBRAR (DB)",,"Owner's Equity",,,"No",,3205
320515,"PRIMA EN COLOCACION DE CUOTAS O PARTES DE INTERES SOCIAL",,"Owner's Equity",,,"No",,3205
3210,"DONACIONES",,"Owner's Equity",,,"Yes",,32
321005,"EN DINERO",,"Owner's Equity",,,"No",,3210
321010,"EN VALORES MOBILIARIOS",,"Owner's Equity",,,"No",,3210
321015,"EN BIENES MUEBLES",,"Owner's Equity",,,"No",,3210
321020,"EN BIENES INMUEBLES",,"Owner's Equity",,,"No",,3210
321025,"EN INTANGIBLES",,"Owner's Equity",,,"No",,3210
3215,"CREDITO MERCANTIL",,"Owner's Equity",,,"Yes",,32
321501,"321501 a 321598",,"Owner's Equity",,,"No",,3215
33,"RESERVAS",,"Owner's Equity",,,"Yes",,3
3305,"RESERVAS OBLIGATORIAS",,"Owner's Equity",,,"Yes",,33
330505,"RESERVA LEGAL",,"Owner's Equity",,,"No",,3305
330510,"RESERVAS POR DISPOSICIONES FISCALES",,"Owner's Equity",,,"No",,3305
330515,"RESERVA PARA READQUISICION DE ACCIONES",,"Owner's Equity",,,"No",,3305
330517,"RESERVA PARA READQUISICION DE CUOTAS O PARTES DE INTERES SOCIAL",,"Owner's Equity",,,"No",,3305
330520,"RESERVA PARA EXTENSION AGROPECUARIA",,"Owner's Equity",,,"No",,3305
330525,"RESERVA LEY 7a. DE 1990",,"Owner's Equity",,,"No",,3305
330530,"RESERVA PARA REPOSICION DE SEMOVIENTES",,"Owner's Equity",,,"No",,3305
330535,"RESERVA LEY 4a DE 1980",,"Owner's Equity",,,"No",,3305
330595,"OTRAS",,"Owner's Equity",,,"No",,3305
3310,"RESERVAS ESTATUTARIAS",,"Owner's Equity",,,"Yes",,33
331005,"PARA FUTURAS CAPITALIZACIONES",,"Owner's Equity",,,"No",,3310
331010,"PARA REPOSICION DE ACTIVOS",,"Owner's Equity",,,"No",,3310
331015,"PARA FUTUROS ENSANCHES",,"Owner's Equity",,,"No",,3310
331095,"OTRAS",,"Owner's Equity",,,"No",,3310
3315,"RESERVAS OCASIONALES",,"Owner's Equity",,,"Yes",,33
331505,"PARA BENEFICENCIA Y CIVISMO",,"Owner's Equity",,,"No",,3315
331510,"PARA FUTURAS CAPITALIZACIONES",,"Owner's Equity",,,"No",,3315
331515,"PARA FUTUROS ENSANCHES",,"Owner's Equity",,,"No",,3315
331520,"PARA ADQUISICION O REPOSICION DE PROPIEDADES PLANTA Y EQUIPO",,"Owner's Equity",,,"No",,3315
331525,"PARA INVESTIGACIONES Y DESARROLLO",,"Owner's Equity",,,"No",,3315
331530,"PARA FOMENTO ECONOMICO",,"Owner's Equity",,,"No",,3315
331535,"PARA CAPITAL DE TRABAJO",,"Owner's Equity",,,"No",,3315
331540,"PARA ESTABILIZACION DE RENDIMIENTOS",,"Owner's Equity",,,"No",,3315
331545,"A DISPOSICION DEL MAXIMO ORGANO SOCIAL",,"Owner's Equity",,,"No",,3315
331595,"OTRAS",,"Owner's Equity",,,"No",,3315
34,"REVALORIZACION DEL PATRIMONIO",,"Owner's Equity",,,"Yes",,3
3405,"AJUSTES POR INFLACION",,"Owner's Equity",,,"Yes",,34
340505,"DE CAPITAL SOCIAL",,"Owner's Equity",,,"No",,3405
340510,"DE SUPERAVIT DE CAPITAL",,"Owner's Equity",,,"No",,3405
340515,"DE RESERVAS",,"Owner's Equity",,,"No",,3405
340520,"DE RESULTADOS DE EJERCICIOS ANTERIORES",,"Owner's Equity",,,"No",,3405
340525,"DE ACTIVOS EN PERIODO IMPRODUCTIVO",,"Owner's Equity",,,"No",,3405
3410,"SANEAMIENTO FISCAL",,"Owner's Equity",,,"Yes",,34
341001,"341001 a 341098",,"Owner's Equity",,,"No",,3410
3415,"AJUSTES POR INFLACION DECRETO 3019 DE 1989",,"Owner's Equity",,,"Yes",,34
341501,"341501 a 341598",,"Owner's Equity",,,"No",,3415
35,"DIVIDENDOS O PARTICIPACIONES DECRETADOS EN ACCIONES, CUOTAS O PARTES DE INTERES SOCIAL",,"Owner's Equity",,,"Yes",,3
3505,"DIVIDENDOS DECRETADOS EN ACCIONES",,"Owner's Equity",,,"Yes",,35
350501,"350501 a 350598",,"Owner's Equity",,,"No",,3505
3510,"PARTICIPACIONES DECRETADAS EN CUOTAS O PARTES DE INTERES SOCIAL",,"Owner's Equity",,,"Yes",,35
351001,"351001 a 351098",,"Owner's Equity",,,"No",,3510
36,"RESULTADOS DEL EJERCICIO",,"Owner's Equity",,,"Yes",,3
3605,"UTILIDAD DEL EJERCICIO",,"Owner's Equity",,,"Yes",,36
360505,"UTILIDAD DEL EJERCICIO",,"Owner's Equity",,,"No",,3605
360510,"UTILIDAD POR EXPOSICION A LA INFLACION",,"Owner's Equity",,,"No",,3605
3610,"PERDIDA DEL EJERCICIO",,"Owner's Equity",,,"Yes",,36
361005,"PERDIDA DEL EJERCICIO",,"Owner's Equity",,,"No",,3610
361010,"PERDIDA POR EXPOSICION A LA INFLACION",,"Owner's Equity",,,"No",,3610
37,"RESULTADOS DE EJERCICIOS ANTERIORES",,"Owner's Equity",,,"Yes",,3
3705,"UTILIDADES O EXCEDENTES ACUMULADOS",,"Owner's Equity",,,"Yes",,37
370501,"370501 a 370598",,"Owner's Equity",,,"No",,3705
370505,"UTILIDADES ACUMULADAS",,"Owner's Equity",,,"No",,3705
370590,"DEFAULT UTILIDADES ACUMULADAS (RETENIDAS EN BALANCE AL FINAL DEL PERIODO)",,"Owner's Equity",,,"No","RETAINEDEARNING_ACCT",3705
3710,"PERDIDAS ACUMULADAS",,"Owner's Equity",,,"Yes",,37
371001,"371001 a 371098",,"Owner's Equity",,,"No",,3710
38,"SUPERAVIT POR VALORIZACIONES",,"Owner's Equity",,,"Yes",,3
3805,"DE INVERSIONES",,"Owner's Equity",,,"Yes",,38
380505,"ACCIONES",,"Owner's Equity",,,"No",,3805
380510,"CUOTAS O PARTES DE INTERES SOCIAL",,"Owner's Equity",,,"No",,3805
380515,"DERECHOS FIDUCIARIOS",,"Owner's Equity",,,"No",,3805
3810,"DE PROPIEDADES PLANTA Y EQUIPO",,"Owner's Equity",,,"Yes",,38
381004,"TERRENOS",,"Owner's Equity",,,"No",,3810
381006,"MATERIALES PROYECTOS PETROLEROS",,"Owner's Equity",,,"No",,3810
381008,"CONSTRUCCIONES Y EDIFICACIONES",,"Owner's Equity",,,"No",,3810
381012,"MAQUINARIA Y EQUIPO",,"Owner's Equity",,,"No",,3810
381016,"EQUIPO DE OFICINA",,"Owner's Equity",,,"No",,3810
381020,"EQUIPO DE COMPUTACION Y COMUNICACION",,"Owner's Equity",,,"No",,3810
381024,"EQUIPO MEDICO CIENTIFICO",,"Owner's Equity",,,"No",,3810
381028,"EQUIPO DE HOTELES Y RESTAURANTES",,"Owner's Equity",,,"No",,3810
381032,"FLOTA Y EQUIPO DE TRANSPORTE",,"Owner's Equity",,,"No",,3810
381036,"FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO",,"Owner's Equity",,,"No",,3810
381040,"FLOTA Y EQUIPO AEREO",,"Owner's Equity",,,"No",,3810
381044,"FLOTA Y EQUIPO FERREO",,"Owner's Equity",,,"No",,3810
381048,"ACUEDUCTOS PLANTAS Y REDES",,"Owner's Equity",,,"No",,3810
381052,"ARMAMENTO DE VIGILANCIA",,"Owner's Equity",,,"No",,3810
381056,"ENVASES Y EMPAQUES",,"Owner's Equity",,,"No",,3810
381060,"PLANTACIONES AGRICOLAS Y FORESTALES",,"Owner's Equity",,,"No",,3810
381064,"VIAS DE COMUNICACION",,"Owner's Equity",,,"No",,3810
381068,"MINAS Y CANTERAS",,"Owner's Equity",,,"No",,3810
381072,"POZOS ARTESIANOS",,"Owner's Equity",,,"No",,3810
381076,"YACIMIENTOS",,"Owner's Equity",,,"No",,3810
381080,"SEMOVIENTES",,"Owner's Equity",,,"No",,3810
3895,"DE OTROS ACTIVOS",,"Owner's Equity",,,"Yes",,38
389505,"BIENES DE ARTE Y CULTURA",,"Owner's Equity",,,"No",,3895
389510,"BIENES ENTREGADOS EN COMODATO",,"Owner's Equity",,,"No",,3895
389515,"BIENES RECIBIDOS EN PAGO",,"Owner's Equity",,,"No",,3895
389520,"INVENTARIO DE SEMOVIENTES",,"Owner's Equity",,,"No",,3895
4,"INGRESOS",,"Revenue",,,"Yes",,
41,"OPERACIONALES",,"Revenue",,,"Yes",,4
4105,"AGRICULTURA, GANADERIA, CAZA Y SILVICULTURA",,"Revenue",,,"Yes",,41
410505,"CULTIVO DE CEREALES",,"Revenue",,,"No",,4105
410510,"CULTIVOS DE HORTALIZAS, LEGUMBRES Y PLANTAS ORNAMENTALES",,"Revenue",,,"No",,4105
410515,"CULTIVOS DE FRUTAS, NUECES Y PLANTAS AROMATICAS",,"Revenue",,,"No",,4105
410520,"CULTIVO DE CAFE",,"Revenue",,,"No",,4105
410525,"CULTIVO DE FLORES",,"Revenue",,,"No",,4105
410530,"CULTIVO DE CA�A DE AZUCAR",,"Revenue",,,"No",,4105
410535,"CULTIVO DE ALGODON Y PLANTAS PARA MATERIAL TEXTIL",,"Revenue",,,"No",,4105
410540,"CULTIVO DE BANANO",,"Revenue",,,"No",,4105
410545,"OTROS CULTIVOS AGRICOLAS",,"Revenue",,,"No",,4105
410550,"CRIA DE OVEJAS, CABRAS, ASNOS, MULAS Y BURDEGANOS",,"Revenue",,,"No",,4105
410555,"CRIA DE GANADO CABALLAR Y VACUNO.",,"Revenue",,,"No",,4105
410560,"PRODUCCION AVICOLA",,"Revenue",,,"No",,4105
410565,"CRIA DE OTROS ANIMALES",,"Revenue",,,"No",,4105
410570,"SERVICIOS AGRICOLAS Y GANADEROS",,"Revenue",,,"No",,4105
410575,"ACTIVIDAD DE CAZA",,"Revenue",,,"No",,4105
410580,"ACTIVIDAD DE SILVICULTURA",,"Revenue",,,"No",,4105
410599,"AJUSTES POR INFLACION",,"Revenue",,,"No",,4105
4110,"PESCA",,"Revenue",,,"Yes",,41
411005,"ACTIVIDAD DE PESCA",,"Revenue",,,"No",,4110
411010,"EXPLOTACION DE CRIADEROS DE PECES",,"Revenue",,,"No",,4110
411095,"ACTIVIDADES CONEXAS",,"Revenue",,,"No",,4110
411099,"AJUSTES POR INFLACION",,"Revenue",,,"No",,4110
4115,"EXPLOTACION DE MINAS Y CANTERAS",,"Revenue",,,"Yes",,41
411505,"CARBON",,"Revenue",,,"No",,4115
411510,"PETROLEO CRUDO",,"Revenue",,,"No",,4115
411512,"GAS NATURAL",,"Revenue",,,"No",,4115
411514,"SERVICIOS RELACIONADOS CON EXTRACCION DE PETROLEO Y GAS",,"Revenue",,,"No",,4115
411515,"MINERALES DE HIERRO",,"Revenue",,,"No",,4115
411520,"MINERALES METALIFEROS NO FERROSOS",,"Revenue",,,"No",,4115
411525,"PIEDRA, ARENA Y ARCILLA",,"Revenue",,,"No",,4115
411527,"PIEDRAS PRECIOSAS",,"Revenue",,,"No",,4115
411528,"ORO",,"Revenue",,,"No",,4115
411530,"OTRAS MINAS Y CANTERAS",,"Revenue",,,"No",,4115
411532,"PRESTACION DE SERVICIOS SECTOR MINERO",,"Revenue",,,"No",,4115
411595,"ACTIVIDADES CONEXAS",,"Revenue",,,"No",,4115
411599,"AJUSTES POR INFLACION",,"Revenue",,,"No",,4115
4120,"INDUSTRIAS MANUFACTURERAS",,"Revenue",,,"Yes",,41
412001,"PRODUCCION Y PROCESAMIENTO DE CARNES Y PRODUCTOS CARNICOS",,"Revenue",,,"No",,4120
412002,"PRODUCTOS DE PESCADO",,"Revenue",,,"No",,4120
412003,"PRODUCTOS DE FRUTAS, LEGUMBRES Y HORTALIZAS",,"Revenue",,,"No",,4120
412004,"ELABORACION DE ACEITES Y GRASAS",,"Revenue",,,"No",,4120
412005,"ELABORACION DE PRODUCTOS LACTEOS",,"Revenue",,,"No",,4120
412006,"ELABORACION DE PRODUCTOS DE MOLINERIA",,"Revenue",,,"No",,4120
412007,"ELABORACION DE ALMIDONES Y DERIVADOS",,"Revenue",,,"No",,4120
412008,"ELABORACION DE ALIMENTOS PARA ANIMALES",,"Revenue",,,"No",,4120
412009,"ELABORACION DE PRODUCTOS PARA PANADERIA",,"Revenue",,,"No",,4120
412010,"ELABORACION DE AZUCAR Y MELAZAS",,"Revenue",,,"No",,4120
412011,"ELABORACION DE CACAO, CHOCOLATE Y CONFITERIA",,"Revenue",,,"No",,4120
412012,"ELABORACION DE PASTAS Y PRODUCTOS FARINACEOS",,"Revenue",,,"No",,4120
412013,"ELABORACION DE PRODUCTOS DE CAFE",,"Revenue",,,"No",,4120
412014,"ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS",,"Revenue",,,"No",,4120
412015,"ELABORACION DE BEBIDAS ALCOHOLICAS Y ALCOHOL ETILICO",,"Revenue",,,"No",,4120
412016,"ELABORACION DE VINOS",,"Revenue",,,"No",,4120
412017,"ELABORACION DE BEBIDAS MALTEADAS Y DE MALTA",,"Revenue",,,"No",,4120
412018,"ELABORACION DE BEBIDAS NO ALCOHOLICAS",,"Revenue",,,"No",,4120
412019,"ELABORACION DE PRODUCTOS DE TABACO",,"Revenue",,,"No",,4120
412020,"PREPARACION E HILATURA DE FIBRAS TEXTILES Y TEJEDURIA",,"Revenue",,,"No",,4120
412021,"ACABADO DE PRODUCTOS TEXTILES",,"Revenue",,,"No",,4120
412022,"ELABORACION DE ARTICULOS DE MATERIALES TEXTILES",,"Revenue",,,"No",,4120
412023,"ELABORACION DE TAPICES Y ALFOMBRAS",,"Revenue",,,"No",,4120
412024,"ELABORACION DE CUERDAS, CORDELES, BRAMANTES Y REDES",,"Revenue",,,"No",,4120
412025,"ELABORACION DE OTROS PRODUCTOS TEXTILES",,"Revenue",,,"No",,4120
412026,"ELABORACION DE TEJIDOS",,"Revenue",,,"No",,4120
412027,"ELABORACION DE PRENDAS DE VESTIR",,"Revenue",,,"No",,4120
412028,"PREPARACION, ADOBO Y TE�IDO DE PIELES",,"Revenue",,,"No",,4120
412029,"CURTIDO, ADOBO O PREPARACION DE CUERO",,"Revenue",,,"No",,4120
412030,"ELABORACION DE MALETAS, BOLSOS Y SIMILARES",,"Revenue",,,"No",,4120
412031,"ELABORACION DE CALZADO",,"Revenue",,,"No",,4120
412032,"PRODUCCION DE MADERA, ARTICULOS DE MADERA Y CORCHO",,"Revenue",,,"No",,4120
412033,"ELABORACION DE PASTA Y PRODUCTOS DE MADERA, PAPEL Y CARTON",,"Revenue",,,"No",,4120
412034,"EDICIONES Y PUBLICACIONES",,"Revenue",,,"No",,4120
412035,"IMPRESION",,"Revenue",,,"No",,4120
412036,"SERVICIOS RELACIONADOS CON LA EDICION Y LA IMPRESION",,"Revenue",,,"No",,4120
412037,"REPRODUCCION DE GRABACIONES",,"Revenue",,,"No",,4120
412038,"ELABORACION DE PRODUCTOS DE HORNO DE COQUE",,"Revenue",,,"No",,4120
412039,"ELABORACION DE PRODUCTOS DE LA REFINACION DE PETROLEO",,"Revenue",,,"No",,4120
412040,"ELABORACION DE SUSTANCIAS QUIMICAS BASICAS",,"Revenue",,,"No",,4120
412041,"ELABORACION DE ABONOS Y COMPUESTOS DE NITROGENO",,"Revenue",,,"No",,4120
412042,"ELABORACION DE PLASTICO Y CAUCHO SINTETICO",,"Revenue",,,"No",,4120
412043,"ELABORACION DE PRODUCTOS QUIMICOS DE USO AGROPECUARIO",,"Revenue",,,"No",,4120
412044,"ELABORACION DE PINTURAS, TINTAS Y MASILLAS",,"Revenue",,,"No",,4120
412045,"ELABORACION DE PRODUCTOS FARMACEUTICOS Y BOTANICOS",,"Revenue",,,"No",,4120
412046,"ELABORACION DE JABONES, DETERGENTES Y PREPARADOS DE TOCADOR",,"Revenue",,,"No",,4120
412047,"ELABORACION DE OTROS PRODUCTOS QUIMICOS",,"Revenue",,,"No",,4120
412048,"ELABORACION DE FIBRAS",,"Revenue",,,"No",,4120
412049,"ELABORACION DE OTROS PRODUCTOS DE CAUCHO",,"Revenue",,,"No",,4120
412050,"ELABORACION DE PRODUCTOS DE PLASTICO",,"Revenue",,,"No",,4120
412051,"ELABORACION DE VIDRIO Y PRODUCTOS DE VIDRIO",,"Revenue",,,"No",,4120
412052,"ELABORACION DE PRODUCTOS DE CERAMICA, LOZA, PIEDRA, ARCILLA Y PORCELANA",,"Revenue",,,"No",,4120
412053,"ELABORACION DE CEMENTO, CAL Y YESO",,"Revenue",,,"No",,4120
412054,"ELABORACION DE ARTICULOS DE HORMIGON, CEMENTO Y YESO",,"Revenue",,,"No",,4120
412055,"CORTE, TALLADO Y ACABADO DE LA PIEDRA",,"Revenue",,,"No",,4120
412056,"ELABORACION DE OTROS PRODUCTOS MINERALES NO METALICOS",,"Revenue",,,"No",,4120
412057,"INDUSTRIAS BASICAS Y FUNDICION DE HIERRO Y ACERO",,"Revenue",,,"No",,4120
412058,"PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y DE METALES NO FERROSOS",,"Revenue",,,"No",,4120
412059,"FUNDICION DE METALES NO FERROSOS",,"Revenue",,,"No",,4120
412060,"FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL",,"Revenue",,,"No",,4120
412061,"FORJA, PRENSADO, ESTAMPADO, LAMINADO DE METAL Y PULVIMETALURGIA",,"Revenue",,,"No",,4120
412062,"REVESTIMIENTO DE METALES Y OBRAS DE INGENIERIA MECANICA",,"Revenue",,,"No",,4120
412063,"FABRICACION DE ARTICULOS DE FERRETERIA",,"Revenue",,,"No",,4120
412064,"ELABORACION DE OTROS PRODUCTOS DE METAL",,"Revenue",,,"No",,4120
412065,"FABRICACION DE MAQUINARIA Y EQUIPO",,"Revenue",,,"No",,4120
412066,"FABRICACION DE EQUIPOS DE ELEVACION Y MANIPULACION",,"Revenue",,,"No",,4120
412067,"ELABORACION DE APARATOS DE USO DOMESTICO",,"Revenue",,,"No",,4120
412068,"ELABORACION DE EQUIPO DE OFICINA",,"Revenue",,,"No",,4120
412069,"ELABORACION DE PILAS Y BATERIAS PRIMARIAS",,"Revenue",,,"No",,4120
412070,"ELABORACION DE EQUIPO DE ILUMINACION",,"Revenue",,,"No",,4120
412071,"ELABORACION DE OTROS TIPOS DE EQUIPO ELECTRICO",,"Revenue",,,"No",,4120
412072,"FABRICACION DE EQUIPOS DE RADIO, TELEVISION Y COMUNICACIONES",,"Revenue",,,"No",,4120
412073,"FABRICACION DE APARATOS E INSTRUMENTOS MEDICOS",,"Revenue",,,"No",,4120
412074,"FABRICACION DE INSTRUMENTOS DE MEDICION Y CONTROL",,"Revenue",,,"No",,4120
412075,"FABRICACION DE INSTRUMENTOS DE OPTICA Y EQUIPO FOTOGRAFICO",,"Revenue",,,"No",,4120
412076,"FABRICACION DE RELOJES",,"Revenue",,,"No",,4120
412077,"FABRICACION DE VEHICULOS AUTOMOTORES",,"Revenue",,,"No",,4120
412078,"FABRICACION DE CARROCERIAS PARA AUTOMOTORES",,"Revenue",,,"No",,4120
412079,"FABRICACION DE PARTES PIEZAS Y ACCESORIOS PARA AUTOMOTORES",,"Revenue",,,"No",,4120
412080,"FABRICACION Y REPARACION DE BUQUES Y OTRAS EMBARCACIONES",,"Revenue",,,"No",,4120
412081,"FABRICACION DE LOCOMOTORAS Y MATERIAL RODANTE PARA FERROCARRILES",,"Revenue",,,"No",,4120
412082,"FABRICACION DE AERONAVES",,"Revenue",,,"No",,4120
412083,"FABRICACION DE MOTOCICLETAS",,"Revenue",,,"No",,4120
412084,"FABRICACION DE BICICLETAS Y SILLAS DE RUEDAS",,"Revenue",,,"No",,4120
412085,"FABRICACION DE OTROS TIPOS DE TRANSPORTE",,"Revenue",,,"No",,4120
412086,"FABRICACION DE MUEBLES",,"Revenue",,,"No",,4120
412087,"FABRICACION DE JOYAS Y ARTICULOS CONEXOS",,"Revenue",,,"No",,4120
412088,"FABRICACION DE INSTRUMENTOS DE MUSICA",,"Revenue",,,"No",,4120
412089,"FABRICACION DE ARTICULOS Y EQUIPO PARA DEPORTE",,"Revenue",,,"No",,4120
412090,"FABRICACION DE JUEGOS Y JUGUETES",,"Revenue",,,"No",,4120
412091,"RECICLAMIENTO DE DESPERDICIOS",,"Revenue",,,"No",,4120
412095,"PRODUCTOS DE OTRAS INDUSTRIAS MANUFACTURERAS",,"Revenue",,,"No",,4120
412099,"AJUSTES POR INFLACION",,"Revenue",,,"No",,4120
4125,"SUMINISTRO DE ELECTRICIDAD, GAS Y AGUA",,"Revenue",,,"Yes",,41
412505,"GENERACION, CAPTACION Y DISTRIBUCION DE ENERGIA ELECTRICA",,"Revenue",,,"No",,4125
412510,"FABRICACION DE GAS Y DISTRIBUCION DE COMBUSTIBLES GASEOSOS",,"Revenue",,,"No",,4125
412515,"CAPTACION, DEPURACION Y DISTRIBUCION DE AGUA",,"Revenue",,,"No",,4125
412595,"ACTIVIDADES CONEXAS",,"Revenue",,,"No",,4125
412599,"AJUSTES POR INFLACION",,"Revenue",,,"No",,4125
4130,"CONSTRUCCION",,"Revenue",,,"Yes",,41
413005,"PREPARACION DE TERRENOS",,"Revenue",,,"No",,4130
413010,"CONSTRUCCION DE EDIFICIOS Y OBRAS DE INGENIERIA CIVIL",,"Revenue",,,"No",,4130
413015,"ACONDICIONAMIENTO DE EDIFICIOS",,"Revenue",,,"No",,4130
413020,"TERMINACION DE EDIFICACIONES",,"Revenue",,,"No",,4130
413025,"ALQUILER DE EQUIPO CON OPERARIOS",,"Revenue",,,"No",,4130
413095,"ACTIVIDADES CONEXAS",,"Revenue",,,"No",,4130
413099,"AJUSTES POR INFLACION",,"Revenue",,,"No",,4130
4135,"COMERCIO AL POR MAYOR Y AL POR MENOR",,"Revenue",,,"Yes",,41
413502,"VENTA DE VEHICULOS AUTOMOTORES",,"Revenue",,,"No",,4135
413504,"MANTENIMIENTO, REPARACION Y LAVADO DE VEHICULOS AUTOMOTORES",,"Revenue",,,"No",,4135
413506,"VENTA DE PARTES, PIEZAS Y ACCESORIOS DE VEHICULOS AUTOMOTORES",,"Revenue",,,"No",,4135
413508,"VENTA DE COMBUSTIBLES SOLIDOS, LIQUIDOS, GASEOSOS",,"Revenue",,,"No",,4135
413510,"VENTA DE LUBRICANTES, ADITIVOS, LLANTAS Y LUJOS PARA AUTOMOTORES",,"Revenue",,,"No",,4135
413512,"VENTA A CAMBIO DE RETRIBUCION O POR CONTRATA",,"Revenue",,,"No",,4135
413514,"VENTA DE INSUMOS, MATERIAS PRIMAS AGROPECUARIAS Y FLORES",,"Revenue",,,"No",,4135
413516,"VENTA DE OTROS INSUMOS Y MATERIAS PRIMAS NO AGROPECUARIAS",,"Revenue",,,"No",,4135
413518,"VENTA DE ANIMALES VIVOS Y CUEROS",,"Revenue",,,"No",,4135
413520,"VENTA DE PRODUCTOS EN ALMACENES NO ESPECIALIZADOS",,"Revenue",,,"No",,4135
413522,"VENTA DE PRODUCTOS AGROPECUARIOS",,"Revenue",,,"No",,4135
413524,"VENTA DE PRODUCTOS TEXTILES, DE VESTIR, DE CUERO Y CALZADO",,"Revenue",,,"No",,4135
413526,"VENTA DE PAPEL Y CARTON",,"Revenue",,,"No",,4135
413528,"VENTA DE LIBROS, REVISTAS, ELEMENTOS DE PAPELERIA, UTILES Y TEXTOS ESCOLARES",,"Revenue",,,"No",,4135
413530,"VENTA DE JUEGOS, JUGUETES Y ARTICULOS DEPORTIVOS",,"Revenue",,,"No",,4135
413532,"VENTA DE INSTRUMENTOS QUIRURGICOS Y ORTOPEDICOS",,"Revenue",,,"No",,4135
413534,"VENTA DE ARTICULOS EN RELOJERIAS Y JOYERIAS",,"Revenue",,,"No",,4135
413536,"VENTA DE ELECTRODOMESTICOS Y MUEBLES",,"Revenue",,,"No",,4135
413538,"VENTA DE PRODUCTOS DE ASEO, FARMACEUTICOS, MEDICINALES, Y ARTICULOS DE TOCADOR",,"Revenue",,,"No",,4135
413540,"VENTA DE CUBIERTOS, VAJILLAS, CRISTALERIA, PORCELANAS, CERAMICAS Y OTROS ARTICULOS DE USO DOMESTICO",,"Revenue",,,"No",,4135
413542,"VENTA DE MATERIALES DE CONSTRUCCION, FONTANERIA Y CALEFACCION",,"Revenue",,,"No",,4135
413544,"VENTA DE PINTURAS Y LACAS",,"Revenue",,,"No",,4135
413546,"VENTA DE PRODUCTOS DE VIDRIOS Y MARQUETERIA",,"Revenue",,,"No",,4135
413548,"VENTA DE HERRAMIENTAS Y ARTICULOS DE FERRETERIA",,"Revenue",,,"No",,4135
413550,"VENTA DE QUIMICOS",,"Revenue",,,"No",,4135
413552,"VENTA DE PRODUCTOS INTERMEDIOS, DESPERDICIOS Y DESECHOS",,"Revenue",,,"No",,4135
413554,"VENTA DE MAQUINARIA, EQUIPO DE OFICINA Y PROGRAMAS DE COMPUTADOR",,"Revenue",,,"No",,4135
413556,"VENTA DE ARTICULOS EN CACHARRERIAS Y MISCELANEAS",,"Revenue",,,"No",,4135
413558,"VENTA DE INSTRUMENTOS MUSICALES",,"Revenue",,,"No",,4135
413560,"VENTA DE ARTICULOS EN CASAS DE EMPE�O Y PRENDERIAS",,"Revenue",,,"No",,4135
413562,"VENTA DE EQUIPO FOTOGRAFICO",,"Revenue",,,"No",,4135
413564,"VENTA DE EQUIPO OPTICO Y DE PRECISION",,"Revenue",,,"No",,4135
413566,"VENTA DE EMPAQUES",,"Revenue",,,"No",,4135
413568,"VENTA DE EQUIPO PROFESIONAL Y CIENTIFICO",,"Revenue",,,"No",,4135
413570,"VENTA DE LOTERIAS, RIFAS, CHANCE, APUESTAS Y SIMILARES",,"Revenue",,,"No",,4135
413572,"REPARACION DE EFECTOS PERSONALES Y ELECTRODOMESTICOS",,"Revenue",,,"No",,4135
413595,"VENTA DE OTROS PRODUCTOS",,"Revenue",,,"No","P_REVENUE_ACCT",4135
413599,"AJUSTES POR INFLACION",,"Revenue",,,"No",,4135
4140,"HOTELES Y RESTAURANTES",,"Revenue",,,"Yes",,41
414005,"HOTELERIA",,"Revenue",,,"No",,4140
